"","YM","N","Freq","rates","masked"
"1","2010-01",32,4478,0.00714604734256364,0
"2","2010-02",0,4478,0,0
"3","2010-03",0,4461,0,0
"4","2010-04",0,4412,0,0
"5","2010-05",36,4449,0.00809170600134862,0
"6","2010-06",33,4423,0.00746099932172733,0
"7","2010-07",15,4402,0.00340754202635166,0
"8","2010-08",15,4411,0.00340058943550215,0
"9","2010-09",24,4411,0.00544094309680345,0
"10","2010-10",14,4407,0.00317676423871114,0
"11","2010-11",0,4416,0,0
"12","2010-12",14,4381,0.00319561743894088,0
"13","2011-01",18,4363,0.00412560165024066,0
"14","2011-02",14,4368,0.00320512820512821,0
"15","2011-03",14,4381,0.00319561743894088,0
"16","2011-04",23,4417,0.00520715417704324,0
"17","2011-05",9,4417,0.00203758206927779,0
"18","2011-06",10,4413,0.00226603217765692,0
"19","2011-07",18,4440,0.00405405405405405,0
"20","2011-08",9,4458,0.00201884253028264,0
"21","2011-09",18,4476,0.00402144772117962,0
"22","2011-10",9,4472,0.00201252236135957,0
"23","2011-11",19,4473,0.00424770847306059,0
"24","2011-12",28,4496,0.00622775800711744,0
"25","2012-01",10,4514,0.00221533008418254,0
"26","2012-02",10,4541,0.00220215811495265,0
"27","2012-03",14,4568,0.00306479859894921,0
"28","2012-04",23,4546,0.00505939287285526,0
"29","2012-05",23,4546,0.00505939287285526,0
"30","2012-06",5,4551,0.001098659635245,0
"31","2012-07",19,4551,0.004174906613931,0
"32","2012-08",19,4569,0.00415845918144014,0
"33","2012-09",19,4534,0.00419056021173357,0
"34","2012-10",24,4548,0.00527704485488127,0
"35","2012-11",23,4553,0.00505161432022842,0
"36","2012-12",15,4562,0.00328803156510302,0
"37","2013-01",10,4562,0.00219202104340202,0
"38","2013-02",19,4553,0.00417307269931913,0
"39","2013-03",36,4567,0.00788263630391942,0
"40","2013-04",43,4581,0.00938659681292294,0
"41","2013-05",5,4577,0.0010924186148132,0
"42","2013-06",29,4532,0.00639894086496028,0
"43","2013-07",18,4528,0.00397526501766784,0
"44","2013-08",10,4506,0.00221926320461607,0
"45","2013-09",23,4524,0.00508399646330681,0
"46","2013-10",0,4520,0,0
"47","2013-11",14,4488,0.00311942959001783,0
"48","2013-12",27,4470,0.00604026845637584,0
"49","2014-01",14,4466,0.00313479623824451,0
"50","2014-02",9,4475,0.00201117318435754,0
"51","2014-03",9,4471,0.00201297248937598,0
"52","2014-04",19,4489,0.00423256850077968,0
"53","2014-05",0,4462,0,0
"54","2014-06",9,4462,0.00201703272075303,0
"55","2014-07",15,4458,0.00336473755047106,0
"56","2014-08",36,4467,0.00805910006715917,0
"57","2014-09",18,4467,0.00402955003357958,0
"58","2014-10",0,4445,0,0
"59","2014-11",10,4445,0.00224971878515186,0
"60","2014-12",5,4445,0.00112485939257593,0
"61","2015-01",18,4459,0.00403677954698363,0
"62","2015-02",0,4459,0,0
"63","2015-03",32,4450,0.00719101123595506,0
"64","2015-04",18,4450,0.00404494382022472,0
"65","2015-05",14,4464,0.00313620071684588,0
"66","2015-06",0,4446,0,0
"67","2015-07",5,4420,0.00113122171945701,0
"68","2015-08",32,4412,0.00725294650951949,0
"69","2015-09",0,4386,0,0
"70","2015-10",14,4368,0.00320512820512821,0
"71","2015-11",27,4359,0.00619408121128699,0
"72","2015-12",0,4341,0,0
"73","2016-01",0,4323,0,0
"74","2016-02",5,4301,0.00116252034410602,0
"75","2016-03",18,4292,0.00419384902143523,0
"76","2016-04",23,4297,0.00535257156155457,0
"77","2016-05",0,4270,0,0
"78","2016-06",9,4234,0.00212564950401512,0
